Title,Year,Revenue,Rating,Critics ratings,Season,budget,genres,cast_popularity,critics_missing,log_revenue,log_budget,revenue_class
Confessions of a Dangerous Mind,2002,33013805,7.0,67.0,winter,30000000.0,"Comedy, Crime, Drama, Romance, Thriller, History",0.6818732245394173,0,17.312436395577453,17.216707972959764,Low
Adaptation.,2002,32801173,7.6,83.0,winter,19000000.0,"Comedy, Crime, Drama",1.5555277530831417,0,17.305974865396756,16.759949589762293,Low
Hart's War,2002,32287044,6.4,49.0,winter,70000000.0,"Drama, War",1.0988399747097324,0,17.290176624146017,18.064005814299346,Low
Blood Work,2002,31794718,6.4,64.0,summer,50000000.0,"Thriller, Crime, Action, Mystery",0.7706028212298079,0,17.274810764777,17.72753358339242,Low
The New Guy,2002,31167388,5.8,24.0,spring,13000000.0,Comedy,0.4494875956603058,0,17.254882881792824,16.380459992348886,Low
City of God,2002,30641770,8.6,79.0,winter,3300000.0,"Drama, Crime",0.07763202864226472,0,17.23787470142739,15.009433329466965,Low
Solaris,2002,30002758,6.2,67.0,fall,47000000.0,"Drama, Science Fiction, Mystery",1.3402429393278386,0,17.216799902064423,17.665658180950928,Low
The Four Feathers,2002,29882645,6.5,49.0,fall,35000000.0,"Action, Adventure, Drama, Romance, War",0.590344771425892,0,17.212788468525066,17.370858648025116,Low
City by the Sea,2002,29414087,6.1,50.0,fall,40000000.0,"Crime, Drama, Mystery",1.2374432933449915,0,17.196984301210545,17.50439003707821,Low
Christmas on the Nile,2002,29320869,6.5,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,17.193810107120946,15.86963441986494,Low
Far from Heaven,2002,29027914,7.3,84.0,fall,13500000.0,"Drama, Romance",0.8657394488962333,0,17.18376851116863,16.41820031748273,Low
Family Honor,2002,28903789,6.5,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,17.17948328635283,15.86963441986494,Low
Brown Sugar,2002,28316451,6.5,58.0,fall,8000000.0,"Romance, Comedy",0.535798026730743,0,17.15895353645541,15.894952224644102,Low
The Spanish Apartment,2002,28193749,7.3,65.0,spring,5300000.0,"Drama, Comedy, Romance",0.8299348713303529,0,17.154610880138843,15.483217567201578,Low
Pokemon 4Ever: Celebi - Voice of the Forest,2002,28023563,5.8,25.0,fall,7800000.0,Comedy,0.7823286698178114,0,17.14855628564537,15.86963441986494,Low
The Quiet American,2002,27674124,7.0,84.0,fall,30000000.0,"Romance, Thriller, Drama, War",0.4952019704621366,0,17.136008419076312,17.216707972959764,Low
The Crime of Padre Amaro,2002,26996738,6.7,60.0,fall,1800000.0,"Drama, Romance",0.5978976545719892,0,17.111226638896603,14.403297778421795,Low
All About the Benjamins,2002,26306533,5.8,34.0,spring,14000000.0,"Action, Adventure, Comedy, Crime, Thriller",0.9886729505970387,0,17.085327907356263,16.454567959008102,Low
Rollerball,2002,25852764,3.2,14.0,winter,70000000.0,"Action, Science Fiction, Thriller",0.2550697401310367,0,17.06792811644807,18.064005814299346,Low
Jonah: A VeggieTales Movie,2002,25615231,6.5,58.0,fall,14000000.0,"Adventure, Animation, Comedy, Family, Music",0.3463178105600297,0,17.058697732507476,16.454567959008102,Low
The Way Home,2002,24952738,7.7,63.0,fall,2000000.0,"Drama, Family",1.54,0,17.032494153695584,14.508658238524095,Low
Punch-Drunk Love,2002,24665649,7.3,78.0,fall,25000000.0,"Romance, Drama, Comedy",0.463377252275595,0,17.020922145434707,17.034386422832473,Low
The Guru,2002,24128852,5.4,47.0,winter,0.0,"Comedy, Romance, Drama",0.4769705126173543,0,16.998918902281623,0.0,Low
25th Hour,2002,23928503,7.6,69.0,winter,5000000.0,"Crime, Drama",0.5283000765385696,0,16.990580942259665,15.424948670398354,Low
Sex Is Zero,2002,23915279,6.5,55.0,winter,0.0,"Comedy, Romance",0.7622883706242709,1,16.990028143160966,0.0,Low
Eight Crazy Nights,2002,23833131,5.3,23.0,fall,3400000.0,"Animation, Comedy",0.7526602045082191,0,16.986587271408,15.039286283703994,Low
Detective Conan: The Phantom of Baker Street,2002,23786606,7.8,55.0,spring,0.0,"Animation, Adventure, Mystery, Science Fiction, Crime",2.380435740489731,1,16.9846332491567,0.0,Low
Antwone Fisher,2002,23367586,7.3,62.0,winter,12500000.0,"Drama, History, Romance",0.484441868795894,0,16.966860449151664,16.341239282272525,Low
Ali G Indahouse,2002,23280529,6.2,46.0,spring,7000000.0,Comedy,0.7563913676159897,0,16.963127946891387,15.76142084987672,Low
Super Troopers,2002,23182223,7.0,48.0,winter,3000000.0,"Comedy, Crime, Mystery",0.525760554180988,0,16.958896336053456,14.914123179965662,Low
"The Legend of Al, John and Jack",2002,23039985,6.5,55.0,winter,0.0,"Comedy, Crime",0.5107942903543157,1,16.95274178615289,0.0,Low
Phone,2002,21784403,6.1,55.0,summer,0.0,"Mystery, Horror, Thriller",0.5478835412021553,1,16.896704858885393,0.0,Low
White Oleander,2002,21672284,7.1,61.0,fall,16000000.0,Drama,0.7907871158498533,0,16.89154481326968,16.588099342704055,Low
Pokémon Heroes,2002,20867919,6.1,27.0,spring,7800000.0,Comedy,0.7823286698178114,0,16.853723609496218,15.86963441986494,Low
Serving Sara,2002,20146150,5.3,18.0,summer,29000000.0,Comedy,0.5829990572790738,0,16.818523810741098,17.182806422433504,Low
Asterix & Obelix: Mission Cleopatra 2002 Re-release,2002,20015611,6.5,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,16.81202312700854,15.86963441986494,Low
Ballistic: Ecks vs. Sever,2002,19924033,3.7,19.0,fall,70000000.0,"Action, Adventure, Thriller, Science Fiction",0.7892867211505912,0,16.807437299658496,18.064005814299346,Low
S1m0ne,2002,19576023,6.1,49.0,summer,10000000.0,"Science Fiction, Comedy, Drama, Romance",0.45293657585208236,0,16.789816110094904,16.118095750958314,Low
The Lion King 2002 IMAX Release,2002,19486215,6.4,55.0,unknown,0.0,Comedy,0.6610730373036245,1,16.78521790178744,0.0,Low
Tuck Everlasting,2002,19344615,6.6,66.0,fall,15000000.0,"Drama, Family, Fantasy, Romance",0.9376827151643046,0,16.777924695829274,16.52356082573315,Low
Half Past Dead,2002,19233280,4.6,23.0,fall,25000000.0,"Crime, Action, Thriller",0.5159630223669089,0,16.77215272183598,17.034386422832473,Low
Martin Lawrence Live: Runteldat,2002,19184820,5.4,40.0,summer,3000000.0,"Comedy, Documentary",7.560596591769789,0,16.769629951413773,14.914123179965662,Low
Feardotcom,2002,18902015,3.4,16.0,summer,0.0,Comedy,0.6610730373036245,0,16.754779141008054,0.0,Low
Empire,2002,18591272,5.9,38.0,winter,4000000.0,"Crime, Action, Drama",0.48800559318865244,0,16.73820283502931,15.201805169084134,Low
The Country Bears,2002,18012097,4.3,37.0,summer,35000000.0,"Adventure, Comedy, Family",0.5206516983675056,0,16.706554201206032,17.370858648025116,Low
Jail Breakers,2002,17797711,6.2,55.0,fall,0.0,"Comedy, Drama",2.255895207687648,1,16.694580467674584,0.0,Low
The Last Kiss,2002,17720347,6.9,65.0,summer,0.0,"Comedy, Drama, Romance",0.3240786067652943,0,16.690224141774554,0.0,Low
Frailty,2002,17423030,7.2,64.0,spring,11000000.0,"Drama, Thriller, Crime",0.7773876671908317,0,16.673303509660762,16.213405921671733,Low
The Importance of Being Earnest,2002,17290970,6.8,60.0,spring,15000000.0,"Comedy, Drama, History, Romance",1.495553499661972,0,16.665695015712423,16.52356082573315,Low
Kung Pow: Enter the Fist,2002,16994625,6.2,14.0,winter,10000000.0,"Comedy, Action",0.5458018141713673,0,16.648407734397715,16.118095750958314,Low
Dead Weight,2002,16987957,6.0,55.0,spring,0.0,Comedy,0.5907933688657672,1,16.648015298078832,0.0,Low
Life or Something Like It,2002,16872671,5.8,31.0,spring,40000000.0,"Comedy, Drama, Romance",0.34427113057014863,0,16.64120582965057,17.50439003707821,Low
The Good Girl,2002,16856124,6.4,71.0,summer,8000000.0,"Drama, Comedy, Romance",1.4243717321486948,0,16.640224650195666,15.894952224644102,Low
Femme Fatale,2002,16838910,6.2,60.0,spring,35000000.0,"Mystery, Crime, Thriller",0.3090429036235405,0,16.63920289722899,17.370858648025116,Low
They,2002,16446271,4.8,31.0,fall,17000000.0,"Horror, Thriller",1.072859581119579,0,16.615609383352254,16.648723960844016,Low
The Powerpuff Girls Movie,2002,16426471,6.5,65.0,summer,11000000.0,"Animation, Action, Family",3.4274549846768925,0,16.61440473780186,16.213405921671733,Low
The Magdalene Sisters,2002,16373112,7.7,83.0,summer,5000000.0,"Drama, History",0.7071306083811951,0,16.611151096204118,15.424948670398354,Low
The Emperor's Club,2002,16318449,6.9,49.0,fall,0.0,Drama,0.7297587213733263,0,16.60780692749958,0.0,Low
Rabbit-Proof Fence,2002,16217411,7.4,80.0,fall,6000000.0,"Adventure, Drama, History",0.3543561983538257,0,16.601596037817536,15.607270193858982,Low
Birthday Girl,2002,16171098,6.0,51.0,winter,0.0,"TV Movie, Drama",0.6494413129354306,0,16.598736194611714,0.0,Low
To Be and to Have,2002,16063920,7.8,87.0,fall,1000000.0,Documentary,0.5571428571428572,0,16.592086383632815,13.815511557963774,Low
Doraemon: Nobita and the Robot Kingdom,2002,16053687,6.8,55.0,spring,0.0,"Animation, Adventure, Fantasy, Science Fiction, Family",0.7001051989878382,1,16.59144916307594,0.0,Low
Public Enemy,2002,15897574,7.1,55.0,winter,0.0,"Action, Crime",0.5388870884984592,1,16.581677139835485,0.0,Low
Hey Arnold! The Movie,2002,15249308,6.0,47.0,summer,3000000.0,"Animation, Comedy, Family, Adventure, Drama, Thriller",0.8891198300855913,0,16.54004474851569,14.914123179965662,Low
Boat Trip,2002,15020293,4.9,18.0,spring,20000000.0,Comedy,1.3248266910307298,0,16.52491277801016,16.811242881518265,Low
Undisputed,2002,14946150,6.1,58.0,summer,20000000.0,"Action, Drama, Crime",0.5520861594335148,0,16.51996436645894,16.811242881518265,Low
Possession,2002,14815898,6.3,52.0,summer,25000000.0,"Drama, Mystery, Romance",0.9538857866090157,0,16.51121141889022,17.034386422832473,Low
Hollywood Ending,2002,14569744,6.5,46.0,spring,16000000.0,"Comedy, Drama",0.5120310483379066,0,16.494457676302375,16.588099342704055,Low
Stealing Harvard,2002,14277032,5.2,25.0,fall,25000000.0,"Crime, Comedy, Drama",1.2451642350116736,0,16.474162720178647,17.034386422832473,Low
Godzilla Against Mechagodzilla,2002,14122958,6.6,55.0,unknown,0.0,Comedy,0.6610730373036245,1,16.463312328981065,0.0,Low
Wet Dreams,2002,13936317,5.4,55.0,fall,0.0,"Romance, Comedy",0.694871794871795,1,16.450008796413393,0.0,Low
Dirty Pretty Things,2002,13904766,7.2,78.0,summer,0.0,"Crime, Drama, Thriller",0.7470535301298211,0,16.44774228894742,0.0,Low
Juwanna Mann,2002,13802599,4.8,24.0,summer,15600000.0,Comedy,0.3749979024475306,0,16.440367538178393,16.562781536322326,Low
Trapped,2002,13414416,6.1,42.0,fall,30000000.0,"Thriller, Crime",1.2834680624812,0,16.41184058208274,17.216707972959764,Low
Toei Spring Anime Fair,2002,13107237,6.4,55.0,unknown,0.0,Comedy,0.6610730373036245,1,16.38867515467288,0.0,Low
Long Time Dead,2002,13102295,4.8,55.0,winter,0.0,"Horror, Thriller",0.4100627030328439,1,16.388298039989454,0.0,Low
Knockaround Guys,2002,12806614,6.1,30.0,fall,15000000.0,"Crime, Thriller",0.9021693215941187,0,16.365472392271332,16.52356082573315,Low
Narc,2002,12633747,7.1,70.0,winter,6500000.0,"Crime, Drama, Mystery, Thriller",0.6621607674054154,0,16.35188220406487,15.687312888712007,Low
The Other Side of the Bed,2002,12630208,6.4,47.0,spring,0.0,"Drama, Romance",0.38495627169690344,0,16.35160204209158,0.0,Low
Sorority Boys,2002,12517488,5.5,25.0,spring,12000000.0,Comedy,0.43988450906442556,0,16.34263734441613,16.300417291085605,Low
Nine Queens,2002,12413888,6.4,55.0,spring,0.0,Comedy,0.6610730373036245,1,16.33432648439812,0.0,Low
Abandon,2002,12302219,4.8,36.0,fall,25000000.0,"Drama, Mystery, Thriller",0.285294740697957,0,16.32529029186156,17.034386422832473,Low
The Eye,2002,12165016,6.6,66.0,summer,10706075.0,Horror,0.217863065990164,0,16.314074931650488,16.186321988733358,Low
2009: Lost Memories,2002,12049825,6.1,40.0,winter,7000000.0,"Thriller, Action, Drama",0.9809701192651417,0,16.304560777962656,15.76142084987672,Low
The Rules of Attraction,2002,11819244,6.6,50.0,fall,4000000.0,"Drama, Romance, Comedy",0.568967829037192,0,16.285239693113652,15.201805169084134,Low
Mohou-han,2002,11702775,4.9,55.0,unknown,0.0,Comedy,0.6610730373036245,1,16.27533663658237,0.0,Low
The Order,2002,11560806,4.7,55.0,fall,25000000.0,"Adventure, Action, Comedy",0.5008625097946365,1,16.263131228460505,17.034386422832473,Low
Adrenaline Rush: The Science of Risk,2002,11011932,6.4,55.0,winter,0.0,Documentary,0.9771217231315497,1,16.21449006095442,0.0,Low
Extreme Ops,2002,10959475,4.4,17.0,fall,40000000.0,"Action, Adventure, Thriller",0.7141197342462755,0,16.209715028122222,17.50439003707821,Low
Champion,2002,10569737,6.4,55.0,summer,0.0,Drama,1.146163807163077,1,16.17350557040582,0.0,Low
Bibi Blocksberg,2002,10325928,5.4,55.0,fall,0.0,"Adventure, Comedy, Family, Fantasy",0.3424425788226886,1,16.150168668550716,0.0,Low
Kamen Rider Ryuki: Episode Final,2002,10112538,7.1,55.0,unknown,0.0,Comedy,0.6610730373036245,1,16.12928669695455,0.0,Low
Pulse: A Stomp Odyssey,2002,10086514,6.4,55.0,fall,0.0,Music,6.4,1,16.12670994119171,0.0,Low
Kissing Jessica Stein,2002,10013424,6.5,72.0,spring,1000000.0,Comedy,0.7984510252362141,0,16.119437250610915,13.815511557963774,Low
Harry Potter and the Sorcerer's Stone,2001,974755371,7.7,65.0,fall,82500000.0,Comedy,0.7982584496190753,0,20.6976970969685,18.228308863426122,High
The Lord of the Rings: The Fellowship of the Ring,2001,868385360,8.9,92.0,winter,93000000.0,"Adventure, Fantasy, Action",0.5134694962760974,0,20.582146138387355,18.34811006187022,High
"Monsters, Inc.",2001,528773250,8.1,79.0,fall,115000000.0,"Animation, Comedy, Family",1.40203827550677,0,20.086070260880412,18.560442695023177,High
Shrek,2001,484944448,7.9,84.0,spring,60000000.0,"Animation, Comedy, Fantasy, Adventure, Family",1.7786257529391112,0,19.999544904197432,17.909855136853043,High
Ocean's Eleven,2001,450717150,7.7,74.0,winter,85000000.0,"Thriller, Crime",0.8208113584950097,0,19.926350541074843,18.258161826219297,High
Pearl Harbor,2001,449220945,6.3,44.0,spring,140000000.0,"War, Romance, History, Action",0.6890915663559933,0,19.923025409305108,18.757152987716434,High
The Mummy Returns,2001,433013274,6.4,48.0,spring,98000000.0,"Adventure, Action, Fantasy",1.177334705587883,0,19.886278943695427,18.400478046838927,High
Jurassic Park III,2001,368780809,6.0,42.0,summer,93000000.0,"Adventure, Action, Thriller, Science Fiction",0.7635219497380484,0,19.725713014670358,18.34811006187022,High
Planet of the Apes,2001,362211740,5.7,50.0,summer,100000000.0,"Thriller, Science Fiction, Action, Adventure",0.8002993348738597,0,19.707739518680587,18.420680753952364,High
Hannibal,2001,351692268,6.8,57.0,winter,87000000.0,"Crime, Drama, Thriller",0.9710985341374491,0,19.678267115399933,18.28141868811311,High
Rush Hour 2,2001,347325802,6.7,48.0,summer,90000000.0,"Action, Comedy, Crime",0.8750693925983478,0,19.66577381095219,18.31532023940565,High
A Beautiful Mind,2001,313542341,8.2,72.0,winter,58000000.0,"Drama, Romance",0.41355778138719607,0,19.563444971118127,17.87595358575207,High
American Pie 2,2001,287553595,6.5,43.0,summer,30000000.0,"Comedy, Romance",0.5579213500041824,0,19.476919821697035,17.216707972959764,High
Bridget Jones's Diary,2001,281929795,6.8,66.0,spring,25000000.0,"Comedy, Romance, Drama",0.8170840852947724,0,19.457168647554493,17.034386422832473,High
Spirited Away,2001,274925095,8.6,96.0,fall,19000000.0,"Animation, Family, Fantasy",0.5524020197114327,0,19.43200924034735,16.759949589762293,High
Lara Croft: Tomb Raider,2001,274703340,5.8,33.0,summer,115000000.0,"Adventure, Action, Fantasy",0.672883142321507,0,19.43120231335048,18.560442695023177,High
A.I. Artificial Intelligence,2001,235926552,7.2,65.0,summer,100000000.0,"Drama, Science Fiction, Adventure",0.9118833544504132,0,19.279031098450407,18.420680753952364,High
The Others,2001,209947037,7.6,74.0,summer,17000000.0,"Horror, Mystery, Thriller",1.1740184424136726,0,19.162365856873976,16.648723960844016,High
The Fast and the Furious,2001,207283925,6.8,58.0,summer,38000000.0,"Action, Crime, Thriller",0.9751001784570335,0,19.149600034602248,17.453096744006448,High
Vanilla Sky,2001,203388341,6.9,45.0,winter,68000000.0,"Mystery, Romance, Science Fiction",0.5408514169693007,0,19.130627724301913,18.035018277846262,High
Cats & Dogs,2001,200687492,5.2,47.0,summer,60000000.0,"Family, Comedy, Action, Adventure, Fantasy",1.392597339545254,0,19.117259494933908,17.909855136853043,High
Atlantis: The Lost Empire,2001,186053725,6.9,52.0,summer,120000000.0,"Animation, Family, Adventure, Science Fiction",2.1011867429818554,0,19.041546039430866,18.603002309079653,High
Moulin Rouge!,2001,179213434,7.5,66.0,spring,52500000.0,"Drama, Romance, Music",0.3088256532719531,0,19.004088027793053,17.77632374660947,High
Dr. Dolittle 2,2001,176104344,4.8,49.0,summer,70000000.0,"Comedy, Family, Romance, Fantasy",1.1707221978780595,0,18.986587246643026,18.064005814299346,High
Amélie,2001,173921954,8.3,70.0,fall,82500000.0,Comedy,0.7982584496190753,0,18.974117222074366,18.228308863426122,High
Black Hawk Down,2001,172989651,7.7,74.0,winter,92000000.0,"Action, War, History",1.1849179637928937,0,18.968742335644162,18.33729914588288,High
The Princess Diaries,2001,165335153,6.4,52.0,summer,37000000.0,"Comedy, Family, Romance",0.3604820626280299,0,18.923485208057233,17.426428497635523,High
Spy Kids,2001,147934180,5.6,71.0,spring,35000000.0,"Family, Action, Comedy, Adventure, Science Fiction",1.4637839872382852,0,18.812278009836827,17.370858648025116,High
The Mexican,2001,147845033,6.1,43.0,spring,57000000.0,"Action, Comedy, Crime, Romance",0.6751367931331628,0,18.811675215602623,17.858561843342684,High
Swordfish,2001,147080413,6.5,32.0,summer,102000000.0,"Action, Crime, Thriller",0.6759487802632627,0,18.806490029188055,18.440483381052466,High
Spy Game,2001,143049560,7.1,63.0,fall,115000000.0,"Action, Crime, Thriller",0.6017942446814856,0,18.778701708598643,18.560442695023177,High
Legally Blonde,2001,141774679,6.5,59.0,summer,18000000.0,Comedy,0.570500246427136,0,18.769749594764306,16.705882371415992,High
Scary Movie 2,2001,141220678,5.4,29.0,summer,45000000.0,Comedy,0.7389900323435183,0,18.765834324141753,17.622173069956816,High
Shallow Hal,2001,141069860,6.0,48.0,fall,40000000.0,"Comedy, Romance, Fantasy, Drama",0.4789753786309429,0,18.764765793723765,17.50439003707821,High
America's Sweethearts,2001,138307673,5.7,44.0,summer,64400000.0,"Comedy, Romance",0.9714342483241845,0,18.744991283164996,17.98062420660253,High
Save the Last Dance,2001,131706809,6.2,53.0,winter,13000000.0,"Drama, Family, Romance, Music",0.5840100931457965,0,18.69608887380492,16.380459992348886,High
A Knight's Tale,2001,117487473,7.0,56.0,spring,65000000.0,"Adventure, Drama, Romance, Action",0.8037706602952808,0,18.58184228161053,17.989897843244528,High
The Score,2001,113579918,6.8,71.0,summer,68000000.0,"Action, Crime, Thriller, Mystery, Drama",0.692979293030858,0,18.548017279259582,18.035018277846262,High
Along Came a Spider,2001,105178561,6.4,42.0,spring,60000000.0,"Crime, Mystery, Thriller, Action",0.7590482939142055,0,18.47117005423129,17.909855136853043,High
Training Day,2001,104876233,7.8,71.0,fall,45000000.0,"Action, Crime, Drama",0.8700605370255985,0,18.468291489070978,17.622173069956816,High
Jimmy Neutron: Boy Genius,2001,102992536,6.1,65.0,winter,25000000.0,"Family, Comedy, Adventure, Animation, Science Fiction",2.1244630553059345,0,18.450167087258144,17.034386422832473,High
Don't Say a Word,2001,100020092,6.3,38.0,fall,50000000.0,"Thriller, Mystery, Crime",0.8014615022642642,0,18.420881653768635,17.72753358339242,High
Evolution,2001,98376292,6.1,40.0,summer,80000000.0,"Comedy, Science Fiction, Action",1.3538228961760144,0,18.404310408198693,18.197537205138154,High
I Am Sam,2001,97818139,7.6,28.0,winter,22000000.0,Drama,0.8948363910509073,0,18.398620598378248,16.906553056777135,High
Enemy at the Gates,2001,96976270,7.5,53.0,spring,68000000.0,"War, History",0.46734532354497704,0,18.389976877675156,18.035018277846262,High
The Wedding Planner,2001,94728529,5.4,33.0,winter,35000000.0,"Comedy, Romance",0.8544490165362261,0,18.36652577994392,17.370858648025116,High
Behind Enemy Lines,2001,91753202,6.4,49.0,fall,40000000.0,"Action, Drama, Thriller, War",0.5022787359825167,0,18.334612954371355,17.50439003707821,High
Gosford Park,2001,87754044,7.2,90.0,winter,19800000.0,"Drama, Mystery, Thriller",0.9746569635131429,0,18.290048516113917,16.801192546169812,High
Ali,2001,87713825,6.7,65.0,winter,107000000.0,Drama,0.402987528525958,0,18.289590096000023,18.488339401771974,High
Rat Race,2001,85498534,6.5,52.0,summer,48000000.0,"Adventure, Comedy",0.41949865390635693,0,18.264009799257266,17.6867115897055,High
Final Fantasy: The Spirits Within,2001,85131830,6.4,49.0,summer,137000000.0,"Adventure, Action, Fantasy, Science Fiction, Animation",1.3181778171149572,0,18.259711565910393,18.73549149109167,High
The Animal,2001,84772742,4.9,43.0,summer,22000000.0,"Comedy, Science Fiction",0.8869137422294268,0,18.255484622206644,16.906553056777135,High
Blow,2001,83282296,7.5,52.0,spring,53000000.0,"Crime, Drama",0.6070964560831891,0,18.237746563542878,17.78580249038432,High
Exit Wounds,2001,79958599,5.6,39.0,spring,33000000.0,"Action, Crime, Thriller",0.6104801693479763,0,18.197019558688815,17.312018149733785,High
Serendipity,2001,77516304,6.8,52.0,fall,28000000.0,"Comedy, Romance",0.750367100313195,0,18.16599885929209,17.147715103853763,High
Kate & Leopold,2001,76019048,6.4,44.0,winter,48000000.0,"Romance, Comedy, Fantasy",0.6225971397313949,0,18.146494511581302,17.6867115897055,High
Manitou's Shoe,2001,75482094,6.7,52.0,summer,0.0,"Western, Comedy, Adventure",0.5953490166265337,1,18.139406033776314,0.0,High
From Hell,2001,74558115,6.7,54.0,fall,35000000.0,"Horror, Mystery, Thriller",0.6938190762483483,0,18.12708945978202,17.370858648025116,High
The One,2001,72689126,5.9,25.0,fall,49000000.0,"Action, Science Fiction, Thriller",0.8375836301843835,0,18.101702371483622,17.707330876483063,High
The Royal Tenenbaums,2001,71441250,7.6,76.0,winter,21000000.0,"Comedy, Drama",0.702893645107052,0,18.084386005577407,16.860033043306743,High
Down to Earth,2001,71186502,5.4,32.0,winter,30000000.0,"Fantasy, Comedy, Romance",0.6540959587429316,0,18.08081379380582,17.216707972959764,High
Brotherhood of the Wolf,2001,70752904,7.0,57.0,winter,29000000.0,"Adventure, Horror, Action, History",1.0646621670394159,0,18.074704153715352,17.182806422433504,High
Thir13en Ghosts,2001,68467960,5.6,30.0,fall,42000000.0,"Horror, Thriller",0.6751116706675545,0,18.04187647118837,17.553180200057167,High
Pokémon 3 the Movie: Spell of the Unown,2001,68411275,5.9,22.0,spring,30000000.0,Comedy,0.7696914405427404,0,18.041048222807053,17.216707972959764,High
Bandits,2001,67631903,6.5,60.0,fall,75000000.0,"Comedy, Crime",1.1780130718636093,0,18.029590382341286,18.132998684833918,High
Not Another Teen Movie,2001,66468332,5.8,32.0,winter,16000000.0,Comedy,0.2965368537901536,0,18.01223619672028,16.588099342704055,High
Sweet November,2001,65754228,6.7,27.0,winter,40000000.0,"Drama, Romance",1.5464462357354507,0,18.00143454634538,17.50439003707821,High
K-PAX,2001,65001485,7.4,49.0,fall,48000000.0,"Science Fiction, Drama, Mystery",0.7439872473784864,0,17.98992068913705,17.6867115897055,High
Kiss of the Dragon,2001,64437847,6.6,58.0,summer,25000000.0,"Action, Crime, Thriller",0.2977426035636795,0,17.981211720308828,17.034386422832473,High
Captain Corelli's Mandolin,2001,62112895,5.9,36.0,summer,57000000.0,"Drama, Romance, War",0.34621115305374,0,17.944464190400666,17.858561843342684,High
Zoolander,2001,60780981,6.5,61.0,fall,28000000.0,Comedy,0.6153339485535174,0,17.922787501952875,17.147715103853763,High
The Crimson Rivers,2001,60094966,6.9,49.0,winter,2365000.0,"Crime, Mystery, Thriller",0.9567937090619829,0,17.911436652238333,14.676289002741061,High
Jeepers Creepers,2001,59217789,6.2,49.0,summer,10000000.0,Horror,0.7771787033232974,0,17.89673256146788,16.118095750958314,High
Heartbreakers,2001,57756408,6.3,47.0,spring,35000000.0,"Comedy, Romance, Crime",1.3831040525273937,0,17.871744879563515,17.370858648025116,High
15 Minutes,2001,56359980,6.1,34.0,spring,60000000.0,"Action, Crime, Thriller",0.5652376441714289,0,17.84726990787617,17.909855136853043,High
Driven,2001,54744738,4.6,29.0,spring,94000000.0,"Action, Drama",0.3603079083633412,0,17.818191830719616,18.358805350872576,High
Domestic Disturbance,2001,54249294,5.6,29.0,fall,75000000.0,"Thriller, Crime, Mystery",0.6059697921110779,0,17.809100554908696,18.132998684833918,High
The Closet,2001,50104745,7.0,72.0,summer,0.0,Comedy,0.5622518485253176,0,17.729626292107362,0.0,High
Monster's Ball,2001,44909486,7.0,69.0,winter,4000000.0,"Drama, Romance",0.808518610507883,0,17.62015962215299,15.201805169084134,Low
Recess: School's Out,2001,44460850,6.5,43.0,winter,10000000.0,"Family, Animation, Comedy",0.9676648489749456,0,17.610119607117863,16.118095750958314,Low
Hardball,2001,44102389,6.4,48.0,fall,32000000.0,Drama,0.5338377510245578,0,17.602024533959916,17.281246492014,Low
In the Bedroom,2001,43368779,7.4,86.0,fall,1700000.0,"Drama, Thriller",0.3037831692832615,0,17.58525038537208,14.346139397261565,Low
See Spot Run,2001,43057552,5.4,24.0,spring,0.0,"Family, Comedy, Action, Crime",1.7211547173397874,0,17.578048220603435,0.0,Low
Shaolin Soccer,2001,42776760,7.3,68.0,summer,10000005.0,"Action, Comedy",0.48597505337046515,0,17.571505545802186,16.11809625095814,Low
Black Knight,2001,39976235,5.0,32.0,fall,50000000.0,"Comedy, Fantasy, Adventure",1.2184330728300166,0,17.50379573553088,17.72753358339242,Low
Memento,2001,39723096,8.4,83.0,spring,9000000.0,"Mystery, Thriller",1.9740715444663253,0,17.49744336489725,16.012735246411598,Low
Crocodile Dundee in Los Angeles,2001,39438674,4.9,37.0,spring,21150000.0,"Adventure, Comedy",0.44883829288127847,0,17.49025749179969,16.867150510737883,Low
Haunted Castle,2001,39093166,6.4,51.0,winter,0.0,"Horror, Thriller, Animation",2.6094377507172957,1,17.481458252650558,0.0,Low
Someone Like You,2001,38689940,6.1,32.0,spring,15000000.0,Comedy,0.7815580729307567,0,17.471090201733688,16.52356082573315,Low
What's the Worst That Could Happen?,2001,38464131,5.5,37.0,summer,60000000.0,"Action, Comedy, Crime",1.1134053358748464,0,17.465236728651494,17.909855136853043,Low
The Majestic,2001,37317558,6.9,27.0,winter,72000000.0,"Drama, Romance",0.6631490284356331,0,17.43497452451595,18.09217669086922,Low
Valentine,2001,36684136,4.9,18.0,winter,10000000.0,"Horror, Thriller",0.8224538365968228,0,17.417854985252188,16.118095750958314,Low
Joy Ride,2001,36642838,6.6,75.0,fall,23000000.0,"Mystery, Thriller, Drama",0.6966836835445951,0,17.416728578392956,16.951004817371683,Low
Riding in Cars with Boys,2001,35743308,6.5,43.0,fall,48000000.0,"Drama, Comedy",0.41112160584062496,0,17.391873648748355,17.6867115897055,Low
Original Sin,2001,35402320,6.0,33.0,summer,42000000.0,"Thriller, Drama, Mystery, Romance, History",1.1407547039808297,0,17.382287940926467,17.553180200057167,Low
